new_visit_code,CodeType,cover
P2-3-C-03.post10-11,Tree,3.9375
P2-3-C-03.post10-11,UNK,0.025
P2-3-C-04.01_Pre,Forb,3.0500000000000003
P2-3-C-04.01_Pre,Graminoid,3.2375
P2-3-C-04.01_Pre,Shrub,25.8
P2-3-C-04.01_Pre,Tree,8.525
P2-3-C-04.post0-1,Forb,2.8
P2-3-C-04.post0-1,Graminoid,4.4
P2-3-C-04.post0-1,Shrub,25.85
P2-3-C-04.post0-1,Tree,2.325
P2-3-C-04.post04-5,Forb,6.125
P2-3-C-04.post04-5,Graminoid,17.35
P2-3-C-04.post04-5,Shrub,44.3
P2-3-C-04.post04-5,Tree,2.525
P2-3-C-04.post04-5,UNK,0.275
P2-3-C-04.post10-11,Forb,2.8875
P2-3-C-04.post10-11,Graminoid,2.1875
P2-3-C-04.post10-11,Shrub,27.9875
P2-3-C-04.post10-11,Tree,2.85
P2-3-C-04.post10-11,UNK,0.35
P2-3-C-05.01_Pre,Forb,1.5250000000000001
P2-3-C-05.01_Pre,Graminoid,3.05
P2-3-C-05.01_Pre,Shrub,2.275
P2-3-C-05.01_Pre,Tree,0.525
P2-3-C-05.post0-1,Forb,0.6000000000000001
P2-3-C-05.post0-1,Graminoid,1.275
P2-3-C-05.post0-1,Shrub,1.05
P2-3-C-05.post0-1,Tree,0.275
P2-3-C-05.post04-5,Forb,2.2
P2-3-C-05.post04-5,Graminoid,2.775
P2-3-C-05.post04-5,Shrub,3.525
P2-3-C-05.post04-5,Tree,0.525
P2-3-C-05.post10-11,Forb,1.35
P2-3-C-05.post10-11,Graminoid,1.7125000000000001
P2-3-C-05.post10-11,Shrub,0.1
P2-3-C-05.post10-11,Tree,0.325
P2-3-C-06.01_Pre,Forb,15.325
P2-3-C-06.01_Pre,Graminoid,10.825
P2-3-C-06.01_Pre,Shrub,12.3
P2-3-C-06.01_Pre,Tree,11.025
P2-3-C-06.post0-1,Forb,4.125
P2-3-C-06.post0-1,Graminoid,5.375
P2-3-C-06.post0-1,Shrub,8.275
P2-3-C-06.post0-1,Tree,11.5
P2-3-C-06.post04-5,Forb,11.125
P2-3-C-06.post04-5,Graminoid,10.525
P2-3-C-06.post04-5,Shrub,11.55
P2-3-C-06.post04-5,Tree,20.775
P2-3-C-06.post04-5,UNK,0.025
P2-3-C-06.post10-11,Forb,10.375
P2-3-C-06.post10-11,Graminoid,10.775
P2-3-C-06.post10-11,Shrub,10.2625
P2-3-C-06.post10-11,Tree,18.8375
P2-3-C-07.01_Pre,Forb,2.125
P2-3-C-07.01_Pre,Graminoid,5.8
P2-3-C-07.01_Pre,Shrub,9.5
P2-3-C-07.01_Pre,Tree,2
P2-3-C-07.post0-1,Forb,0.675
P2-3-C-07.post0-1,Graminoid,3.35
P2-3-C-07.post0-1,Shrub,4.75
P2-3-C-07.post0-1,Tree,1.25
P2-3-C-07.post04-5,Forb,2
P2-3-C-07.post04-5,Graminoid,8.275
P2-3-C-07.post04-5,Shrub,14.25
P2-3-C-07.post04-5,Tree,0.525
P2-3-C-07.post04-5,UNK,0.25
P2-3-C-07.post10-11,Forb,1.8375000000000001
P2-3-C-07.post10-11,Graminoid,2.5749999999999997
P2-3-C-07.post10-11,Shrub,9.174999999999999
P2-3-C-07.post10-11,Tree,0.05
P2-3-C-07.post10-11,UNK,0.025
P2-3-C-08.01_Pre,Forb,0.55
P2-3-C-08.01_Pre,Graminoid,4.85
P2-3-C-08.01_Pre,Shrub,14.075
P2-3-C-08.01_Pre,Tree,0.05
P2-3-C-08.post0-1,Forb,0.45
P2-3-C-08.post0-1,Graminoid,4.075
P2-3-C-08.post0-1,Shrub,10.55
P2-3-C-08.post0-1,Tree,0.3
P2-3-C-08.post04-5,Forb,0.9500000000000001
P2-3-C-08.post04-5,Graminoid,6.3
P2-3-C-08.post04-5,Shrub,21.775
P2-3-C-08.post04-5,Tree,0.05
P2-3-C-08.post10-11,Forb,0.6875
P2-3-C-08.post10-11,Graminoid,3.6
P2-3-C-08.post10-11,Shrub,13.3375
P2-3-C-08.post10-11,Tree,0.05
P2-3-C-08.post10-11,UNK,0.025
P2-3-T-589-02.01_Pre,Forb,2.975
P2-3-T-589-02.01_Pre,Graminoid,3.55
P2-3-T-589-02.01_Pre,Shrub,11.775
P2-3-T-589-02.01_Pre,Tree,2.75
P2-3-T-589-02.post0-1,Forb,3.025
P2-3-T-589-02.post0-1,Graminoid,2
P2-3-T-589-02.post0-1,Shrub,7.275
P2-3-T-589-02.post0-1,Tree,1.775
P2-3-T-589-02.post04-5,Forb,7.9
P2-3-T-589-02.post04-5,Graminoid,10.275
P2-3-T-589-02.post04-5,Shrub,21.525
P2-3-T-589-02.post04-5,Tree,3.8
P2-3-T-589-02.post10-11,Forb,3.8
P2-3-T-589-02.post10-11,Graminoid,6.775
P2-3-T-589-02.post10-11,Shrub,12.3
P2-3-T-589-02.post10-11,Tree,3.3249999999999997
P2-3-T-589-02.post10-11,UNK,0.275
P2-3-T-589-04.01_Pre,Forb,2.1
P2-3-T-589-04.01_Pre,Graminoid,0.8
P2-3-T-589-04.01_Pre,Shrub,4.05
P2-3-T-589-04.01_Pre,Tree,4.525
P2-3-T-589-04.post0-1,Forb,2.533333333333333
P2-3-T-589-04.post0-1,Graminoid,1.4
P2-3-T-589-04.post0-1,Shrub,5.066666666666666
P2-3-T-589-04.post0-1,Tree,0.1
P2-3-T-589-04.post04-5,Forb,3.8874999999999997
P2-3-T-589-04.post04-5,Graminoid,8.075
P2-3-T-589-04.post04-5,Shrub,6.25
P2-3-T-589-04.post04-5,Tree,1.55
P2-3-T-589-04.post04-5,UNK,0.07500000000000001
P2-3-T-589-04.post10-11,Forb,1.4500000000000002
P2-3-T-589-04.post10-11,Graminoid,1.825
P2-3-T-589-04.post10-11,Shrub,5.6
P2-3-T-589-04.post10-11,Tree,0.07500000000000001
P2-3-T-596-04.01_Pre,Forb,2.875
P2-3-T-596-04.01_Pre,Graminoid,4.75
P2-3-T-596-04.01_Pre,Shrub,7.05
P2-3-T-596-04.01_Pre,Tree,6.3
P2-3-T-596-04.post0-1,Forb,1.25
P2-3-T-596-04.post0-1,Graminoid,1.75
P2-3-T-596-04.post0-1,Shrub,3.8
P2-3-T-596-04.post0-1,Tree,5.3
P2-3-T-596-04.post04-5,Forb,2.2125
P2-3-T-596-04.post04-5,Graminoid,14
P2-3-T-596-04.post04-5,Shrub,17.825
P2-3-T-596-04.post04-5,Tree,8.775
P2-3-T-596-04.post04-5,UNK,0.75
P2-3-T-596-04.post10-11,Forb,1.9625000000000001
P2-3-T-596-04.post10-11,Graminoid,5.275
P2-3-T-596-04.post10-11,Shrub,20.325
P2-3-T-596-04.post10-11,Tree,5.825
P2-3-T-596-04.post10-11,UNK,0.025
P2-3-T-601-02.01_Pre,Forb,1.65
P2-3-T-601-02.01_Pre,Graminoid,4.325
P2-3-T-601-02.01_Pre,Shrub,10.075
P2-3-T-601-02.01_Pre,Tree,17.05
P2-3-T-601-02.post0-1,Forb,0.525
P2-3-T-601-02.post0-1,Graminoid,2.05
P2-3-T-601-02.post0-1,Shrub,4.325
P2-3-T-601-02.post0-1,Tree,2.025
P2-3-T-601-02.post04-5,Forb,4.4
P2-3-T-601-02.post04-5,Graminoid,10.025
P2-3-T-601-02.post04-5,Shrub,10.5
P2-3-T-601-02.post04-5,Tree,7.025
P2-3-T-601-02.post04-5,UNK,4
P2-3-T-601-02.post10-11,Forb,3.625
P2-3-T-601-02.post10-11,Graminoid,9.700000000000001
P2-3-T-601-02.post10-11,Shrub,8.3625
P2-3-T-601-02.post10-11,Tree,6.075
P2-3-T-601-04.01_Pre,Forb,2.325
P2-3-T-601-04.01_Pre,Graminoid,3.525
P2-3-T-601-04.01_Pre,Shrub,19.025
P2-3-T-601-04.01_Pre,Tree,2.8
P2-3-T-601-04.post0-1,Forb,1.65
P2-3-T-601-04.post0-1,Graminoid,1.775
P2-3-T-601-04.post0-1,Shrub,5.775
P2-3-T-601-04.post0-1,Tree,0.775
P2-3-T-601-04.post04-5,Forb,1.75
P2-3-T-601-04.post04-5,Graminoid,12
P2-3-T-601-04.post04-5,Shrub,23.775
P2-3-T-601-04.post04-5,Tree,6.025
P2-3-T-601-04.post04-5,UNK,0.025
P2-3-T-601-04.post10-11,Forb,2.1375
P2-3-T-601-04.post10-11,Graminoid,1.7
P2-3-T-601-04.post10-11,Shrub,11.049999999999999
P2-3-T-601-04.post10-11,Tree,3.4375
P2-3-T-601-04.post10-11,UNK,0.05
P2-3-T-602-01.01_Pre,Forb,2.35
P2-3-T-602-01.01_Pre,Graminoid,2.525
P2-3-T-602-01.01_Pre,Shrub,7.3
P2-3-T-602-01.01_Pre,Tree,0.5750000000000001
P2-3-T-602-01.post0-1,Forb,0.9
P2-3-T-602-01.post0-1,Graminoid,1.275
P2-3-T-602-01.post0-1,Shrub,3.55
P2-3-T-602-01.post0-1,Tree,0.07500000000000001
P2-3-T-602-01.post04-5,Forb,3.675
P2-3-T-602-01.post04-5,Graminoid,5.025
P2-3-T-602-01.post04-5,Shrub,22.05
P2-3-T-602-01.post04-5,Tree,0.8
P2-3-T-602-01.post10-11,Forb,2.2
P2-3-T-602-01.post10-11,Graminoid,2.525
P2-3-T-602-01.post10-11,Shrub,13.3
P2-3-T-602-01.post10-11,Tree,0.4375
P2-3-T-602-01.post10-11,UNK,0.025
P2-3-T-602-06.01_Pre,Forb,0.9500000000000001
P2-3-T-602-06.01_Pre,Graminoid,2.05
P2-3-T-602-06.01_Pre,Shrub,3.575
P2-3-T-602-06.01_Pre,Tree,1.55
P2-3-T-602-06.post0-1,Forb,0.7000000000000001
P2-3-T-602-06.post0-1,Graminoid,1.3
P2-3-T-602-06.post0-1,Shrub,2.575
P2-3-T-602-06.post0-1,Tree,0.8
P2-3-T-602-06.post04-5,Forb,2.625
P2-3-T-602-06.post04-5,Graminoid,5.3
P2-3-T-602-06.post04-5,Shrub,3.075
P2-3-T-602-06.post04-5,Tree,1.3
P2-3-T-602-06.post10-11,Forb,1.05
P2-3-T-602-06.post10-11,Graminoid,2.7375000000000003
P2-3-T-602-06.post10-11,Shrub,2.6125000000000003
P2-3-T-602-06.post10-11,Tree,1.1875
P2-3-T-602-06.post10-11,UNK,0.025
P2-3-T-603-05.01_Pre,Forb,1.15
P2-3-T-603-05.01_Pre,Graminoid,4.3
P2-3-T-603-05.01_Pre,Shrub,17
P2-3-T-603-05.01_Pre,Tree,9.775
P2-3-T-603-05.post0-1,Forb,0.725
P2-3-T-603-05.post0-1,Graminoid,0.55
P2-3-T-603-05.post0-1,Shrub,6
P2-3-T-603-05.post0-1,Tree,1.75
P2-3-T-603-05.post04-5,Forb,3.2
P2-3-T-603-05.post04-5,Graminoid,9.275
P2-3-T-603-05.post04-5,Shrub,20.525
P2-3-T-603-05.post04-5,Tree,7
P2-3-T-603-05.post04-5,UNK,0.025
P2-3-T-603-05.post10-11,Forb,1.6375000000000002
P2-3-T-603-05.post10-11,Graminoid,5.325
P2-3-T-603-05.post10-11,Shrub,15.162500000000001
P2-3-T-603-05.post10-11,Tree,9.825000000000001
P2-3-T-603-05.post10-11,UNK,0.05
P2-3-T-604-01.01_Pre,Forb,4.375
P2-3-T-604-01.01_Pre,Graminoid,5.525
P2-3-T-604-01.01_Pre,Shrub,16.275
P2-3-T-604-01.01_Pre,Tree,3.5
P2-3-T-604-01.post0-1,Forb,1.8
P2-3-T-604-01.post0-1,Graminoid,2.775
P2-3-T-604-01.post0-1,Shrub,2.75
P2-3-T-604-01.post0-1,Tree,0.775
P2-3-T-604-01.post04-5,Forb,6.8
P2-3-T-604-01.post04-5,Graminoid,15.25
P2-3-T-604-01.post04-5,Shrub,7.5
P2-3-T-604-01.post04-5,Tree,7.5
P2-3-T-604-01.post04-5,UNK,0.05
P2-3-T-604-01.post10-11,Forb,4.2
P2-3-T-604-01.post10-11,Graminoid,10.275
P2-3-T-604-01.post10-11,Shrub,3.8
P2-3-T-604-01.post10-11,Tree,16.6875
P2-3-T-604-01.post10-11,UNK,0.025
P2-3-T-606-01.01_Pre,Forb,2.1
P2-3-T-606-01.01_Pre,Graminoid,4.525
P2-3-T-606-01.01_Pre,Shrub,8.775
P2-3-T-606-01.01_Pre,Tree,4
P2-3-T-606-01.post0-1,Forb,1.6
P2-3-T-606-01.post0-1,Graminoid,2.275
P2-3-T-606-01.post0-1,Shrub,8.525
P2-3-T-606-01.post04-5,Forb,5.425
P2-3-T-606-01.post04-5,Graminoid,12.5
P2-3-T-606-01.post04-5,Shrub,22.275
P2-3-T-606-01.post04-5,Tree,2
P2-3-T-606-01.post04-5,UNK,0.025
P2-3-T-606-01.post10-11,Forb,2.225
P2-3-T-606-01.post10-11,Graminoid,5.45
P2-3-T-606-01.post10-11,Shrub,13.4125
P2-3-T-606-01.post10-11,Tree,1.5499999999999998
P2-3-T-606-01.post10-11,UNK,0.07500000000000001
PHA-2C1-01.01_Pre,Forb,0.75
PHA-2C1-01.01_Pre,Graminoid,2.5
PHA-2C1-01.01_Pre,Shrub,1.8875
PHA-2C1-01.01_Pre,Tree,2.2625
PHA-2C1-01.post0-1,Forb,0.25
PHA-2C1-01.post0-1,Graminoid,0.775
PHA-2C1-01.post0-1,Shrub,2.0125
PHA-2C1-01.post0-1,Tree,0.25
PHA-2C1-01.post04-5,Forb,0.48125
PHA-2C1-01.post04-5,Graminoid,0.7625
PHA-2C1-01.post04-5,Shrub,1.7625
PHA-2C1-01.post04-5,Tree,0.1875
PHA-2C1-02.01_Pre,Forb,1.0625
PHA-2C1-02.01_Pre,Graminoid,0.5125
PHA-2C1-02.01_Pre,Shrub,6.75
PHA-2C1-02.01_Pre,Tree,0.15
PHA-2C1-02.post0-1,Forb,0.1
PHA-2C1-02.post0-1,Graminoid,0.0625
PHA-2C1-02.post0-1,Shrub,4.7625
PHA-2C1-02.post0-1,Tree,0.025
PHA-2C1-02.post04-5,Forb,0.4625
PHA-2C1-02.post04-5,Graminoid,1.275
PHA-2C1-02.post04-5,Shrub,2.7625
PHA-2C1-02.post04-5,Tree,0.025
PHA-2C1-06.01_Pre,Forb,0.225
PHA-2C1-06.01_Pre,Graminoid,0.4125
PHA-2C1-06.01_Pre,Shrub,0.125
PHA-2C1-06.01_Pre,Tree,0.037500000000000006
PHA-2C1-06.post0-1,Forb,0.55
PHA-2C1-06.post0-1,Graminoid,0.525
PHA-2C1-06.post0-1,Shrub,0.025
PHA-2C1-06.post0-1,Tree,0.037500000000000006
PHA-2C1-06.post04-5,Forb,0.5875
PHA-2C1-06.post04-5,Graminoid,0.4
PHA-2C1-06.post04-5,Shrub,0.1375
PHA-2C1-06.post04-5,Tree,0.15000000000000002
PHA-2C1-08.01_Pre,Forb,0.55
PHA-2C1-08.01_Pre,Graminoid,0.55
PHA-2C1-08.01_Pre,Shrub,1.7625
PHA-2C1-08.01_Pre,Tree,0.15
PHA-2C1-08.post0-1,Forb,0.1375
PHA-2C1-08.post0-1,Graminoid,1.275
PHA-2C1-08.post0-1,Shrub,1.8875
PHA-2C1-08.post0-1,Tree,0.025
PHA-2C1-08.post04-5,Forb,0.5875
PHA-2C1-08.post04-5,Graminoid,0.1625
PHA-2C1-08.post04-5,Shrub,5.0125
PHA-2C1-08.post04-5,Tree,0.05
PHA-2C1-10.01_Pre,Forb,0.7375
PHA-2C1-10.01_Pre,Graminoid,2.25
PHA-2C1-10.01_Pre,Shrub,1.33125
PHA-2C1-10.01_Pre,Tree,1.775
PHA-2C1-10.post0-1,Forb,0.17500000000000002
PHA-2C1-10.post0-1,Graminoid,0.875
PHA-2C1-10.post0-1,Shrub,1.8875
PHA-2C1-10.post0-1,Tree,2.375
PHA-2C1-10.post04-5,Forb,0.6375000000000001
PHA-2C1-10.post04-5,Graminoid,2.1375
PHA-2C1-10.post04-5,Shrub,1.775
PHA-2C1-10.post04-5,Tree,1.3125
PHA-2C1-11.01_Pre,Forb,1.1125
PHA-2C1-11.01_Pre,Graminoid,1.9
PHA-2C1-11.01_Pre,Shrub,3.6375
PHA-2C1-11.01_Pre,Tree,1.25
PHA-2C1-11.post0-1,Forb,0.5875
PHA-2C1-11.post0-1,Graminoid,1.3875
PHA-2C1-11.post0-1,Shrub,2.525
PHA-2C1-11.post0-1,Tree,0.7875
PHA-2C1-11.post04-5,Forb,1.1625
PHA-2C1-11.post04-5,Graminoid,1.8875
PHA-2C1-11.post04-5,Shrub,1.775
PHA-2C1-11.post04-5,Tree,0.275
PHA-2C2-03.01_Pre,Forb,2.5625
PHA-2C2-03.01_Pre,Graminoid,2.2875
PHA-2C2-03.01_Pre,Shrub,3.8875
PHA-2C2-03.01_Pre,Tree,0.275
PHA-2C2-03.post0-1,Forb,0.2625
PHA-2C2-03.post0-1,Graminoid,1.8875
PHA-2C2-03.post0-1,Shrub,2.775
PHA-2C2-03.post0-1,Tree,0.4125
PHA-2C2-03.post04-5,Forb,1.4500000000000002
PHA-2C2-03.post04-5,Graminoid,1.6125
PHA-2C2-03.post04-5,Shrub,1.8
PHA-2C2-03.post04-5,Tree,0.7875
PHA-2C2-04.01_Pre,Forb,1.5
PHA-2C2-04.01_Pre,Graminoid,5.375
PHA-2C2-04.01_Pre,Shrub,4.375
PHA-2C2-04.01_Pre,Tree,1.625
PHA-2C2-04.post0-1,Forb,0.8250000000000001
PHA-2C2-04.post0-1,Graminoid,3.175
PHA-2C2-04.post0-1,Shrub,1.0375
PHA-2C2-04.post0-1,Tree,1.9125
PHA-2C2-04.post04-5,Forb,1.6125
PHA-2C2-04.post04-5,Graminoid,3.15
PHA-2C2-04.post04-5,Shrub,1.5125
PHA-2C2-04.post04-5,Tree,1.5625
PHA-2C2-05.01_Pre,Forb,1.375
PHA-2C2-05.01_Pre,Graminoid,2.75
PHA-2C2-05.01_Pre,Shrub,3.375
PHA-2C2-05.01_Pre,Tree,1.375
PHA-2C2-05.post0-1,Forb,0.75
PHA-2C2-05.post0-1,Graminoid,3.1375
PHA-2C2-05.post0-1,Shrub,2.4
PHA-2C2-05.post0-1,Tree,1.3875
PHA-2C2-05.post04-5,Forb,1.26875
PHA-2C2-05.post04-5,Graminoid,2.3875
PHA-2C2-05.post04-5,Shrub,2.5125
PHA-2C2-05.post04-5,Tree,2.21875
PHA-2C2-07.01_Pre,Forb,0.47500000000000003
PHA-2C2-07.01_Pre,Graminoid,1.775
PHA-2C2-07.01_Pre,Shrub,0.1375
PHA-2C2-07.01_Pre,Tree,1
PHA-2C2-07.post0-1,Forb,0.1125
PHA-2C2-07.post0-1,Graminoid,0.275
PHA-2C2-07.post0-1,Shrub,0.1375
PHA-2C2-07.post0-1,Tree,0.025
PHA-2C2-07.post04-5,Forb,0.45
PHA-2C2-07.post04-5,Graminoid,0.65
PHA-2C2-07.post04-5,Shrub,0.025
PHA-2C2-07.post04-5,Tree,0.025
PHA-2C2-09.01_Pre,Forb,1.9
PHA-2C2-09.01_Pre,Graminoid,1.525
PHA-2C2-09.01_Pre,Shrub,5.9
PHA-2C2-09.01_Pre,Tree,4.3875
PHA-2C2-09.post0-1,Forb,0.725
PHA-2C2-09.post0-1,Graminoid,0.65
PHA-2C2-09.post0-1,Shrub,6.375
PHA-2C2-09.post0-1,Tree,4.6375
PHA-2C2-09.post04-5,Forb,1.175
PHA-2C2-09.post04-5,Graminoid,0.5375
PHA-2C2-09.post04-5,Shrub,5.5125
PHA-2C2-09.post04-5,Tree,2.925
PHA-2C2-12.01_Pre,Forb,1.325
PHA-2C2-12.01_Pre,Graminoid,1.625
PHA-2C2-12.01_Pre,Shrub,3.5125
PHA-2C2-12.01_Pre,Tree,0.3875
PHA-2C2-12.post0-1,Forb,0.4
PHA-2C2-12.post0-1,Graminoid,1.0125
PHA-2C2-12.post0-1,Shrub,4.0125
PHA-2C2-12.post0-1,Tree,0.2625
PHA-2C2-12.post04-5,Forb,1.40625
PHA-2C2-12.post04-5,Graminoid,1.3875
PHA-2C2-12.post04-5,Shrub,2.1375
PHA-2C2-12.post04-5,Tree,0.1625
PHA-2C3-01.01_Pre,Forb,1
PHA-2C3-01.01_Pre,Graminoid,1.25
PHA-2C3-01.01_Pre,Shrub,5.875
PHA-2C3-01.01_Pre,Tree,0.7625
PHA-2C3-01.post0-1,Forb,0.4375
PHA-2C3-01.post0-1,Graminoid,1.5125
PHA-2C3-01.post0-1,Shrub,5.7625
PHA-2C3-01.post0-1,Tree,0.4125
PHA-2C3-01.post04-5,Forb,0.7375
PHA-2C3-01.post04-5,Graminoid,0.98125
PHA-2C3-01.post04-5,Shrub,4.46875
PHA-2C3-01.post04-5,Tree,0.9375
PHA-2C3-02.01_Pre,Forb,0.6875
PHA-2C3-02.01_Pre,Graminoid,0.5375
PHA-2C3-02.01_Pre,Shrub,3.775
PHA-2C3-02.01_Pre,Tree,1.875
PHA-2C3-02.post0-1,Forb,0.825
PHA-2C3-02.post0-1,Graminoid,1.025
PHA-2C3-02.post0-1,Shrub,2.625
PHA-2C3-02.post0-1,Tree,1.2625
PHA-2C3-02.post04-5,Forb,0.7000000000000001
PHA-2C3-02.post04-5,Graminoid,0.825
PHA-2C3-02.post04-5,Shrub,2.55
PHA-2C3-02.post04-5,Tree,1.1312499999999999
PHA-2C3-03.01_Pre,Forb,0.4625
PHA-2C3-03.01_Pre,Graminoid,1.05
PHA-2C3-03.01_Pre,Shrub,1.6375
PHA-2C3-03.01_Pre,Tree,0.5375
PHA-2C3-03.post0-1,Forb,0.21250000000000002
PHA-2C3-03.post0-1,Graminoid,1.2625
PHA-2C3-03.post0-1,Shrub,0.775
PHA-2C3-03.post0-1,Tree,0.9125
PHA-2C3-03.post04-5,Forb,0.30625
PHA-2C3-03.post04-5,Graminoid,0.9625
PHA-2C3-03.post04-5,Shrub,0.59375
PHA-2C3-03.post04-5,Tree,0.4375
PHA-2C3-04.01_Pre,Forb,1.7
PHA-2C3-04.01_Pre,Graminoid,3.5
PHA-2C3-04.01_Pre,Shrub,7.1375
PHA-2C3-04.01_Pre,Tree,1.875
PHA-2C3-04.post0-1,Forb,1.875
PHA-2C3-04.post0-1,Graminoid,3.2625
PHA-2C3-04.post0-1,Shrub,5.6375
PHA-2C3-04.post0-1,Tree,1.3875
PHA-2C3-04.post04-5,Forb,1.25625
PHA-2C3-04.post04-5,Graminoid,2.43125
PHA-2C3-04.post04-5,Shrub,5.025
PHA-2C3-04.post04-5,Tree,1.7999999999999998
PHA-2C3-05.01_Pre,Forb,0.9125
PHA-2C3-05.01_Pre,Graminoid,2.9125
PHA-2C3-05.01_Pre,Shrub,2.125
PHA-2C3-05.01_Pre,Tree,3.0375
PHA-2C3-05.post0-1,Forb,0.8375
PHA-2C3-05.post0-1,Graminoid,2.025
PHA-2C3-05.post0-1,Shrub,1.7625
PHA-2C3-05.post0-1,Tree,1.65
PHA-2C3-05.post04-5,Forb,0.5625
PHA-2C3-05.post04-5,Graminoid,1.49375
PHA-2C3-05.post04-5,Shrub,2.4
PHA-2C3-05.post04-5,Tree,1.11875
PHA-2C3-06.01_Pre,Forb,0.625
PHA-2C3-06.01_Pre,Graminoid,1.7625
PHA-2C3-06.01_Pre,Shrub,4.5
PHA-2C3-06.01_Pre,Tree,1.8875
PHA-2C3-06.post0-1,Forb,1.0375
PHA-2C3-06.post0-1,Graminoid,2.75
PHA-2C3-06.post0-1,Shrub,4.2625
PHA-2C3-06.post0-1,Tree,1.525
PHA-2C3-06.post04-5,Forb,0.7375
PHA-2C3-06.post04-5,Graminoid,2.1374999999999997
PHA-2C3-06.post04-5,Shrub,3.33125
PHA-2C3-06.post04-5,Tree,0.4375
PHA-2T1-01.01_Pre,Forb,0.775
PHA-2T1-01.01_Pre,Graminoid,1.5
PHA-2T1-01.01_Pre,Shrub,2.525
PHA-2T1-01.01_Pre,Tree,0.1625
PHA-2T1-01.post0-1,Forb,0.5
PHA-2T1-01.post0-1,Graminoid,3.375
PHA-2T1-01.post0-1,Shrub,1.6375
PHA-2T1-01.post0-1,Tree,1.025
PHA-2T1-01.post0-1,UNK,0.0125
PHA-2T1-01.post04-5,Forb,0.5625
PHA-2T1-01.post04-5,Graminoid,2.2624999999999997
PHA-2T1-01.post04-5,Shrub,2.90625
PHA-2T1-01.post04-5,Tree,1.1749999999999998
PHA-2T1-02.01_Pre,Forb,1.35
PHA-2T1-02.01_Pre,Graminoid,0.4375
PHA-2T1-02.01_Pre,Shrub,4.275
PHA-2T1-02.01_Pre,Tree,1.25
PHA-2T1-02.01_Pre,UNK,0.0125
PHA-2T1-02.post0-1,Forb,1.2375
PHA-2T1-02.post0-1,Graminoid,1.6875
PHA-2T1-02.post0-1,Shrub,3.1375
PHA-2T1-02.post0-1,Tree,3.2625
PHA-2T1-02.post0-1,UNK,0.0125
PHA-2T1-02.post04-5,Forb,1.50625
PHA-2T1-02.post04-5,Graminoid,1.7375
PHA-2T1-02.post04-5,Shrub,4.69375
PHA-2T1-02.post04-5,Tree,2.65
PHA-2T1-04.01_Pre,Forb,1.38125
PHA-2T1-04.01_Pre,Graminoid,1.2625
PHA-2T1-04.01_Pre,Shrub,2.5
PHA-2T1-04.01_Pre,Tree,0.1375
PHA-2T1-04.post0-1,Forb,1.1625
PHA-2T1-04.post0-1,Graminoid,2.525
PHA-2T1-04.post0-1,Shrub,1.25
PHA-2T1-04.post0-1,Tree,0.2625
PHA-2T1-04.post04-5,Forb,1.6875
PHA-2T1-04.post04-5,Graminoid,2.24375
PHA-2T1-04.post04-5,Shrub,1.525
PHA-2T1-04.post04-5,Tree,0.28750000000000003
PHA-2T1-05.01_Pre,Forb,0.7875
PHA-2T1-05.01_Pre,Graminoid,1.0125
PHA-2T1-05.01_Pre,Shrub,9.1625
PHA-2T1-05.01_Pre,Tree,4.125
PHA-2T1-05.01_Pre,UNK,0.25
PHA-2T1-05.post0-1,Forb,0.7875
PHA-2T1-05.post0-1,Graminoid,1.9125
PHA-2T1-05.post0-1,Shrub,6.1625
PHA-2T1-05.post0-1,Tree,4.2625
PHA-2T1-05.post0-1,UNK,0.25
PHA-2T1-05.post04-5,Forb,0.4375
PHA-2T1-05.post04-5,Graminoid,1.4749999999999999
PHA-2T1-05.post04-5,Shrub,5.3875
PHA-2T1-05.post04-5,Tree,1.35625
PHA-2T1-15.01_Pre,Forb,0.75
PHA-2T1-15.01_Pre,Graminoid,3.2625
PHA-2T1-15.01_Pre,Shrub,7.775
PHA-2T1-15.01_Pre,Tree,1.3875
PHA-2T1-15.post0-1,Forb,1.3875
PHA-2T1-15.post0-1,Graminoid,5.8875
PHA-2T1-15.post0-1,Shrub,3.025
PHA-2T1-15.post0-1,Tree,0.9125
PHA-2T1-15.post04-5,Forb,1.4625000000000001
PHA-2T1-15.post04-5,Graminoid,5.6312500000000005
PHA-2T1-15.post04-5,Shrub,2.7875
PHA-2T1-15.post04-5,Tree,1.3
PHA-2T1-17.01_Pre,Forb,1.075
PHA-2T1-17.01_Pre,Graminoid,0.4
PHA-2T1-17.01_Pre,Shrub,2.48125
PHA-2T1-17.01_Pre,Tree,1.94375
PHA-2T1-17.01_Pre,UNK,0.0125
PHA-2T1-17.post0-1,Forb,1.975
PHA-2T1-17.post0-1,Graminoid,3.025
PHA-2T1-17.post0-1,Shrub,2.3
PHA-2T1-17.post0-1,Tree,2.625
PHA-2T1-17.post0-1,UNK,0.0125
PHA-2T1-17.post04-5,Forb,3.1999999999999997
PHA-2T1-17.post04-5,Graminoid,3.8375
PHA-2T1-17.post04-5,Shrub,2.71875
PHA-2T1-17.post04-5,Tree,1.65
PHA-2T2-01.01_Pre,Forb,0.6125
PHA-2T2-01.01_Pre,Graminoid,2.8875
PHA-2T2-01.01_Pre,Shrub,2.2625
PHA-2T2-01.01_Pre,Tree,1.3875
PHA-2T2-01.post0-1,Forb,0.8875000000000001
